customer_id,order_id,order_date,ship_date,ship_mode,months
BN-11515,CA-2014-118339,17-03-2014,24-03-2014,Standard Class,March    
SW-20245,CA-2017-111717,10-10-2017,16-10-2017,Standard Class,October  
RA-19885,US-2017-111745,05-11-2017,06-11-2017,First Class,November 
ER-13855,CA-2016-149223,06-09-2016,11-09-2016,Standard Class,September
JE-15475,CA-2015-163762,27-11-2015,01-12-2015,Standard Class,November 
BP-11155,CA-2017-156139,31-12-2016,06-01-2017,Standard Class,December 
TB-21280,CA-2016-157266,26-05-2016,01-06-2016,Standard Class,May      
AB-10600,US-2017-155425,10-11-2017,11-11-2017,First Class,November 
BT-11440,CA-2014-151946,04-06-2014,09-06-2014,Standard Class,June     
AS-10240,CA-2014-149958,15-03-2014,19-03-2014,Standard Class,March    
DB-13555,CA-2017-158036,08-09-2017,14-09-2017,Standard Class,September
CB-12415,CA-2016-139941,12-06-2016,17-06-2016,Standard Class,June     
HW-14935,CA-2016-140130,31-10-2016,05-11-2016,Standard Class,October  
MG-17650,CA-2017-145660,01-12-2017,03-12-2017,First Class,December 
TC-20980,CA-2016-118689,02-10-2016,09-10-2016,Standard Class,October  
ES-14020,CA-2016-127775,11-06-2016,13-06-2016,Second Class,June     
GB-14530,CA-2016-164672,08-05-2016,13-05-2016,Second Class,May      
NF-18475,US-2015-100069,29-06-2015,03-07-2015,Standard Class,June     
HM-14980,CA-2017-151281,27-04-2017,02-05-2017,Standard Class,April    
SC-20695,CA-2016-112277,10-09-2016,15-09-2016,Standard Class,September
TA-21385,CA-2017-140536,04-04-2017,05-04-2017,First Class,April    
SA-20830,CA-2014-154627,29-10-2014,31-10-2014,First Class,October  
EB-13750,CA-2016-166380,30-05-2016,03-06-2016,Standard Class,May      
EM-13825,US-2017-128398,02-05-2017,05-05-2017,Second Class,May      
SC-20440,CA-2017-136000,22-09-2017,25-09-2017,Second Class,September
CC-12220,US-2017-107888,16-11-2017,19-11-2017,First Class,November 
DW-13540,CA-2017-101210,25-08-2017,28-08-2017,Second Class,August   
CA-12055,CA-2016-107328,08-08-2016,15-08-2016,Standard Class,August   
Dp-13240,CA-2017-148404,07-10-2017,11-10-2017,Standard Class,October  
AB-10015,CA-2014-156587,07-03-2014,08-03-2014,First Class,March    
KB-16585,CA-2014-153913,16-12-2014,20-12-2014,Second Class,December 
EA-14035,CA-2014-114195,01-11-2014,03-11-2014,First Class,November 
QJ-19255,CA-2017-104066,05-12-2017,10-12-2017,Standard Class,December 
SC-20260,CA-2015-152681,17-01-2015,22-01-2015,Standard Class,January  
PK-19075,US-2017-102183,21-08-2017,28-08-2017,Standard Class,August   
EB-14170,CA-2016-143441,05-11-2016,05-11-2016,Same Day,November 
LM-17065,CA-2014-104283,27-06-2014,01-07-2014,Standard Class,June     
JS-15595,CA-2015-143602,25-04-2015,28-04-2015,Second Class,April    
DV-13045,CA-2017-139773,04-12-2017,04-12-2017,Same Day,December 
FC-14245,CA-2017-117422,21-10-2017,25-10-2017,Standard Class,October  
BC-11125,CA-2014-113859,13-09-2014,17-09-2014,Standard Class,September
BF-11005,CA-2016-137729,05-05-2016,09-05-2016,Standard Class,May      
SB-20170,CA-2017-108441,12-06-2017,18-06-2017,Standard Class,June     
RH-19510,CA-2016-169663,10-03-2016,13-03-2016,First Class,March    
EB-13870,CA-2015-106320,25-09-2015,30-09-2015,Standard Class,September
NP-18685,CA-2016-113138,19-11-2016,25-11-2016,Standard Class,November 
MM-18280,CA-2015-132941,25-05-2015,28-05-2015,First Class,May      
CS-12355,CA-2014-109043,15-08-2014,17-08-2014,First Class,August   
JF-15490,US-2017-150847,30-04-2017,06-05-2017,Standard Class,April    
NM-18520,CA-2016-158806,07-01-2016,11-01-2016,Standard Class,January  
JH-15985,CA-2016-148908,05-11-2016,08-11-2016,First Class,November 
IM-15070,CA-2015-100545,22-11-2015,26-11-2015,Standard Class,November 
MC-18130,CA-2015-163104,19-03-2015,26-03-2015,Standard Class,March    
GA-14725,CA-2017-107503,01-01-2017,06-01-2017,Standard Class,January  
EH-13990,CA-2014-138513,23-05-2014,27-05-2014,Standard Class,May      
TC-21475,CA-2017-155740,30-07-2017,02-08-2017,First Class,July     
DL-13330,CA-2015-109337,21-11-2015,23-11-2015,Second Class,November 
SH-19975,CA-2017-106180,18-09-2017,23-09-2017,Standard Class,September
AD-10180,US-2014-152030,26-12-2014,28-12-2014,Second Class,December 
LS-17200,CA-2017-169929,25-09-2017,28-09-2017,First Class,September
EK-13795,CA-2015-109113,19-12-2015,23-12-2015,Standard Class,December 
AC-10615,CA-2015-100734,15-09-2015,20-09-2015,Standard Class,September
NM-18520,CA-2016-112340,21-10-2016,27-10-2016,Standard Class,October  
CS-12400,CA-2014-127586,26-09-2014,30-09-2014,Standard Class,September
SF-20065,US-2017-156909,16-07-2017,18-07-2017,Second Class,July     
FP-14320,CA-2014-138128,09-12-2014,15-12-2014,Standard Class,December 
DM-13015,CA-2015-129392,08-07-2015,08-07-2015,Same Day,July     
CC-12475,CA-2016-158260,04-11-2016,08-11-2016,Standard Class,November 
JE-15475,CA-2017-132934,20-06-2017,26-06-2017,Standard Class,June     
KM-16375,CA-2016-159212,01-11-2016,05-11-2016,Standard Class,November 
TB-21595,CA-2017-154214,20-03-2017,25-03-2017,Second Class,March    
CB-12535,CA-2017-161046,05-03-2017,05-03-2017,Same Day,March    
BV-11245,US-2016-168410,21-02-2016,26-02-2016,Standard Class,February 
AC-10450,CA-2015-164441,08-11-2015,13-11-2015,Standard Class,November 
CC-12670,US-2016-100419,16-12-2016,20-12-2016,Second Class,December 
NP-18670,CA-2017-150091,12-10-2017,16-10-2017,Standard Class,October  
SF-20065,US-2015-164357,25-11-2015,29-11-2015,Standard Class,November 
KH-16510,CA-2015-104948,13-11-2015,17-11-2015,Standard Class,November 
PG-18820,US-2015-129553,27-07-2015,02-08-2015,Standard Class,July     
WB-21850,CA-2014-125829,04-11-2014,11-11-2014,Standard Class,November 
CS-12355,CA-2017-124296,24-12-2017,28-12-2017,Standard Class,December 
AS-10090,CA-2014-156160,22-09-2014,29-09-2014,Standard Class,September
SS-20140,CA-2014-120544,23-11-2014,27-11-2014,Standard Class,November 
JB-15925,CA-2015-169397,24-12-2015,27-12-2015,First Class,December 
NP-18700,CA-2014-142510,22-12-2014,29-12-2014,Standard Class,December 
DF-13135,CA-2015-124933,26-12-2015,30-12-2015,Second Class,December 
JC-16105,CA-2017-139913,23-10-2017,29-10-2017,Standard Class,October  
AH-10210,CA-2014-153983,29-11-2014,06-12-2014,Standard Class,November 
KH-16630,CA-2017-164049,02-11-2017,06-11-2017,Standard Class,November 
VG-21790,CA-2017-150189,08-07-2017,10-07-2017,First Class,July     
HW-14935,CA-2015-103072,27-09-2015,30-09-2015,Second Class,September
RS-19765,US-2017-100048,19-05-2017,24-05-2017,Standard Class,May      
SF-20965,CA-2016-146913,31-10-2016,05-11-2016,Standard Class,October  
NS-18640,US-2015-117492,07-08-2015,09-08-2015,First Class,August   
CS-12250,CA-2015-121041,03-11-2015,10-11-2015,Standard Class,November 
JO-15145,CA-2014-152562,01-11-2014,08-11-2014,Standard Class,November 
MV-17485,CA-2015-119690,25-06-2015,28-06-2015,First Class,June     
JO-15550,CA-2015-132101,19-03-2015,25-03-2015,Standard Class,March    
BD-11320,CA-2016-119165,31-10-2016,06-11-2016,Standard Class,October  
FP-14320,US-2016-153129,26-12-2016,30-12-2016,Standard Class,December 
RP-19270,CA-2015-135251,06-08-2015,10-08-2015,Standard Class,August   
MH-17440,CA-2014-104808,04-02-2014,08-02-2014,Second Class,February 
CM-12715,CA-2014-104563,07-03-2014,12-03-2014,Standard Class,March    
EB-13750,CA-2016-137652,28-08-2016,30-08-2016,First Class,August   
ES-14020,CA-2017-103499,20-11-2017,24-11-2017,Standard Class,November 
VM-21685,CA-2017-109778,16-07-2017,21-07-2017,Standard Class,July     
JE-15715,CA-2015-129770,21-02-2015,23-02-2015,Second Class,February 
EM-14140,US-2016-131058,27-12-2016,31-12-2016,Standard Class,December 
HG-15025,CA-2016-111794,01-10-2016,01-10-2016,Same Day,October  
TB-21520,CA-2015-130883,26-09-2015,02-10-2015,Standard Class,September
TT-21070,CA-2014-128839,08-09-2014,13-09-2014,Standard Class,September
CC-12475,US-2017-160836,11-09-2017,16-09-2017,Standard Class,September
AM-10360,CA-2017-109701,02-12-2017,03-12-2017,Same Day,December 
ES-14080,CA-2017-139619,19-09-2017,23-09-2017,Standard Class,September
BB-10990,CA-2016-103947,01-04-2016,08-04-2016,Standard Class,April    
SP-20920,CA-2016-152800,13-04-2016,15-04-2016,First Class,April    
RP-19390,CA-2015-166492,07-04-2015,10-04-2015,First Class,April    
JF-15565,US-2015-153374,09-02-2015,13-02-2015,Second Class,February 
PT-19090,US-2016-152373,05-09-2016,11-09-2016,Standard Class,September
RW-19630,US-2016-131114,09-12-2016,13-12-2016,Second Class,December 
MS-17770,US-2014-164616,19-08-2014,21-08-2014,Second Class,August   
LC-16885,US-2015-163825,16-06-2015,19-06-2015,First Class,June     
LP-17080,CA-2014-159814,24-06-2014,28-06-2014,Standard Class,June     
JP-16135,US-2017-106796,12-05-2017,19-05-2017,Standard Class,May      
AP-10720,US-2015-165449,22-11-2015,26-11-2015,Standard Class,November 
SB-20290,CA-2014-122882,07-09-2014,13-09-2014,Standard Class,September
DB-13405,CA-2015-129322,08-08-2015,10-08-2015,Second Class,August   
AH-10075,CA-2017-112004,25-09-2017,28-09-2017,First Class,September
WB-21850,CA-2017-120327,11-11-2017,16-11-2017,Standard Class,November 
MP-17470,CA-2015-102281,12-10-2015,14-10-2015,First Class,October  
JB-15925,US-2015-167220,12-12-2015,16-12-2015,Standard Class,December 
MN-17935,CA-2017-123659,10-02-2017,13-02-2017,First Class,February 
MZ-17515,CA-2017-136511,23-03-2017,25-03-2017,Second Class,March    
MO-17500,CA-2014-121167,28-11-2014,30-11-2014,Second Class,November 
CR-12625,US-2014-112795,23-08-2014,28-08-2014,Second Class,August   
ME-17320,CA-2014-167199,06-01-2014,10-01-2014,Standard Class,January  
BD-11320,CA-2017-122735,12-04-2017,15-04-2017,Second Class,April    
JK-15640,CA-2015-137225,15-12-2015,19-12-2015,Standard Class,December 
PF-19165,CA-2016-138233,09-11-2016,14-11-2016,Standard Class,November 
AB-10165,CA-2015-144043,10-05-2015,15-05-2015,Standard Class,May      
RK-19300,CA-2015-160472,20-07-2015,25-07-2015,Second Class,July     
EB-14170,CA-2017-162635,09-10-2017,10-10-2017,First Class,October  
CC-12145,CA-2014-141726,20-07-2014,22-07-2014,First Class,July     
MG-17650,CA-2017-152933,12-10-2017,16-10-2017,Standard Class,October  
HR-14770,CA-2017-165904,07-04-2017,11-04-2017,Standard Class,April    
LC-16930,CA-2016-152289,26-08-2016,28-08-2016,First Class,August   
JB-15400,CA-2016-101189,04-02-2016,09-02-2016,Standard Class,February 
BF-11170,CA-2014-110184,12-07-2014,16-07-2014,Standard Class,July     
EB-13870,CA-2017-148999,30-01-2017,04-02-2017,Standard Class,January  
JM-15265,CA-2016-126858,19-11-2016,23-11-2016,Standard Class,November 
HA-14905,CA-2017-130141,22-10-2017,24-10-2017,Second Class,October  
AH-10120,CA-2014-123295,18-07-2014,18-07-2014,Same Day,July     
MB-17305,CA-2015-113131,24-09-2015,24-09-2015,Same Day,September
MT-17815,CA-2015-127502,10-12-2015,14-12-2015,Standard Class,December 
AB-10105,CA-2017-126788,05-06-2017,06-06-2017,First Class,June     
AD-10180,CA-2015-120439,14-06-2015,18-06-2015,Standard Class,June     
PO-18850,CA-2017-149853,03-10-2017,09-10-2017,Standard Class,October  
AR-10405,CA-2017-140844,19-06-2017,23-06-2017,Standard Class,June     
JH-15985,CA-2015-109638,15-12-2015,22-12-2015,Standard Class,December 
XP-21865,CA-2017-138163,17-11-2017,20-11-2017,First Class,November 
BW-11065,CA-2015-119634,11-08-2015,16-08-2015,Standard Class,August   
LM-17065,CA-2016-105263,06-08-2016,11-08-2016,Standard Class,August   
MG-17875,CA-2015-124975,22-06-2015,25-06-2015,First Class,June     
AS-10240,CA-2014-128538,11-10-2014,15-10-2014,Standard Class,October  
KT-16480,CA-2017-123351,21-09-2017,25-09-2017,Standard Class,September
CG-12040,CA-2016-164350,10-09-2016,12-09-2016,Second Class,September
LR-17035,CA-2016-143406,26-09-2016,30-09-2016,Standard Class,September
SC-20305,CA-2015-164777,27-01-2015,29-01-2015,First Class,January  
BS-11755,CA-2017-135069,10-04-2017,14-04-2017,Standard Class,April    
DB-13210,CA-2015-157812,22-03-2015,26-03-2015,Standard Class,March    
EM-13960,CA-2015-129042,12-12-2015,17-12-2015,Standard Class,December 
DP-13000,CA-2014-103800,03-01-2014,07-01-2014,Standard Class,January  
LW-17215,US-2016-117037,17-05-2016,20-05-2016,First Class,May      
IG-15085,CA-2017-158743,20-10-2017,27-10-2017,Standard Class,October  
DL-12865,CA-2014-143182,15-10-2014,20-10-2014,Standard Class,October  
PW-19030,CA-2016-140438,24-12-2016,27-12-2016,Second Class,December 
JE-15745,US-2015-134026,26-04-2015,02-05-2015,Standard Class,April    
BC-11125,CA-2016-143910,12-08-2016,16-08-2016,Standard Class,August   
AP-10720,CA-2017-143021,19-11-2017,19-11-2017,Same Day,November 
CC-12475,CA-2017-100811,21-11-2017,24-11-2017,First Class,November 
GM-14680,US-2016-139710,09-06-2016,15-06-2016,Standard Class,June     
HL-15040,CA-2016-101987,24-06-2016,30-06-2016,Standard Class,June     
MC-17590,CA-2017-159597,09-11-2017,14-11-2017,Standard Class,November 
AB-10255,CA-2017-127705,02-06-2017,06-06-2017,Standard Class,June     
EH-14125,CA-2014-100867,19-10-2014,24-10-2014,Standard Class,October  
KH-16330,CA-2014-138359,01-04-2014,06-04-2014,Standard Class,April    
LL-16840,CA-2014-134061,29-04-2014,04-05-2014,Standard Class,April    
KB-16315,CA-2016-133123,06-09-2016,11-09-2016,Standard Class,September
LH-16750,CA-2017-133235,01-08-2017,04-08-2017,First Class,August   
BE-11410,CA-2016-108630,18-11-2016,18-11-2016,Same Day,November 
MH-17455,CA-2017-146269,06-10-2017,06-10-2017,Same Day,October  
PB-18805,CA-2017-156958,05-12-2017,06-12-2017,First Class,December 
KN-16705,US-2014-143287,11-11-2014,17-11-2014,Standard Class,November 
JF-15295,CA-2017-122077,19-05-2017,25-05-2017,Standard Class,May      
AC-10420,US-2017-158218,12-05-2017,15-05-2017,Second Class,May      
JM-15265,CA-2017-149160,23-11-2017,26-11-2017,Second Class,November 
SA-20830,CA-2017-160661,28-10-2017,01-11-2017,Standard Class,October  
EH-14185,CA-2014-105340,22-11-2014,25-11-2014,First Class,November 
HZ-14950,US-2016-154361,14-03-2016,19-03-2016,Standard Class,March    
HD-14785,CA-2015-157343,07-06-2015,11-06-2015,Standard Class,June     
MY-17380,CA-2015-139290,26-10-2015,30-10-2015,Standard Class,October  
AR-10825,US-2016-148110,05-09-2016,11-09-2016,Standard Class,September
NC-18625,CA-2015-116687,02-05-2015,07-05-2015,Standard Class,May      
JA-15970,CA-2014-151295,12-11-2014,16-11-2014,Standard Class,November 
LL-16840,CA-2017-120222,25-04-2017,02-05-2017,Standard Class,April    
DR-12880,US-2016-127425,26-08-2016,31-08-2016,Standard Class,August   
RD-19660,CA-2016-151974,22-09-2016,29-09-2016,Standard Class,September
EB-13975,US-2016-150357,10-10-2016,14-10-2016,Standard Class,October  
NK-18490,CA-2016-102561,18-07-2016,22-07-2016,Standard Class,July     
YS-21880,CA-2017-119809,18-08-2017,25-08-2017,Standard Class,August   
EA-14035,CA-2017-121909,31-07-2017,05-08-2017,Standard Class,July     
JK-15370,US-2017-155999,07-08-2017,13-08-2017,Standard Class,August   
LW-16990,CA-2017-152142,14-11-2017,19-11-2017,Standard Class,November 
MF-17665,CA-2016-114307,22-07-2016,26-07-2016,Standard Class,July     
JF-15490,US-2017-162124,06-05-2017,10-05-2017,Standard Class,May      
TW-21025,CA-2017-134880,27-10-2017,01-11-2017,Standard Class,October  
AF-10885,CA-2015-114300,13-10-2015,17-10-2015,Standard Class,October  
MA-17995,CA-2015-157028,28-11-2015,03-12-2015,Standard Class,November 
BC-11125,US-2017-120418,11-06-2017,12-06-2017,First Class,June     
SP-20545,US-2017-101840,06-02-2017,12-02-2017,Standard Class,February 
JC-15775,CA-2017-118360,01-04-2017,07-04-2017,Standard Class,April    
GM-14455,CA-2016-159695,05-04-2016,10-04-2016,Second Class,April    
SV-20815,CA-2015-146290,04-05-2015,11-05-2015,Standard Class,May      
CC-12610,CA-2016-146521,21-07-2016,23-07-2016,Second Class,July     
MV-17485,CA-2017-169894,24-11-2017,29-11-2017,Second Class,November 
RD-19720,US-2017-132927,09-12-2017,15-12-2017,Standard Class,December 
AP-10720,CA-2016-136322,21-10-2016,26-10-2016,Standard Class,October  
JF-15490,CA-2016-164483,30-01-2016,03-02-2016,Standard Class,January  
BT-11680,CA-2015-125710,08-10-2015,13-10-2015,Standard Class,October  
DS-13180,CA-2015-159863,04-09-2015,07-09-2015,Second Class,September
FM-14380,CA-2017-163321,07-08-2017,11-08-2017,Second Class,August   
JG-15310,CA-2017-101322,28-12-2017,31-12-2017,First Class,December 
MG-17680,US-2017-109316,08-06-2017,10-06-2017,First Class,June     
KB-16585,CA-2017-129357,14-05-2017,19-05-2017,Standard Class,May      
AG-10675,CA-2016-133368,14-01-2016,20-01-2016,Standard Class,January  
MC-17275,CA-2014-107818,08-09-2014,14-09-2014,Standard Class,September
AG-10765,CA-2017-126123,14-10-2017,18-10-2017,Standard Class,October  
AH-10030,CA-2014-157644,31-12-2014,01-01-2015,First Class,December 
CS-12355,CA-2017-111269,16-06-2017,18-06-2017,Second Class,June     
PO-18850,US-2017-101784,06-07-2017,11-07-2017,Standard Class,July     
PG-18820,CA-2014-109890,21-07-2014,27-07-2014,Standard Class,July     
KD-16495,CA-2015-121650,10-12-2015,16-12-2015,Standard Class,December 
KN-16390,CA-2017-164959,11-07-2017,15-07-2017,Standard Class,July     
BE-11455,US-2017-166324,20-04-2017,21-04-2017,First Class,April    
TC-21295,CA-2017-136875,03-12-2017,03-12-2017,Same Day,December 
JR-15670,US-2015-103471,24-12-2015,28-12-2015,Standard Class,December 
LR-17035,CA-2015-102876,07-09-2015,14-09-2015,Standard Class,September
LC-16885,CA-2017-157448,16-11-2017,20-11-2017,Standard Class,November 
JH-15820,CA-2015-102778,21-11-2015,24-11-2015,First Class,November 
RD-19720,CA-2016-149762,03-12-2016,07-12-2016,Standard Class,December 
SH-20395,CA-2014-115889,02-11-2014,06-11-2014,Standard Class,November 
GD-14590,CA-2017-162880,25-12-2017,29-12-2017,Standard Class,December 
DB-12970,CA-2017-132178,03-05-2017,08-05-2017,Second Class,May      
JD-16015,CA-2014-102085,04-10-2014,09-10-2014,Standard Class,October  
EA-14035,CA-2014-151162,05-12-2014,09-12-2014,Standard Class,December 
TS-21505,CA-2017-116946,19-12-2017,23-12-2017,Standard Class,December 
BP-11095,CA-2017-105445,20-02-2017,25-02-2017,Second Class,February 
DL-12925,US-2014-115196,09-09-2014,13-09-2014,Standard Class,September
LB-16795,CA-2017-118199,09-05-2017,11-05-2017,First Class,May      
AS-10090,CA-2015-127509,09-11-2015,13-11-2015,Standard Class,November 
CB-12025,CA-2014-140004,21-03-2014,25-03-2014,Standard Class,March    
BO-11350,CA-2016-137204,28-04-2016,05-05-2016,Standard Class,April    
GH-14410,CA-2017-159282,16-10-2017,21-10-2017,Standard Class,October  
RB-19435,CA-2017-146458,19-11-2017,22-11-2017,Second Class,November 
ON-18715,US-2016-151862,01-03-2016,08-03-2016,Standard Class,March    
BE-11455,US-2016-146857,06-05-2016,08-05-2016,Second Class,May      
DP-13390,CA-2014-168592,08-09-2014,14-09-2014,Standard Class,September
ML-17395,CA-2016-168830,07-11-2016,13-11-2016,Standard Class,November 
SW-20455,CA-2017-145429,21-07-2017,25-07-2017,Standard Class,July     
MS-17530,CA-2014-149244,04-11-2014,08-11-2014,Standard Class,November 
NG-18430,CA-2014-115973,24-11-2014,26-11-2014,First Class,November 
WB-21850,US-2017-110149,10-12-2017,13-12-2017,First Class,December 
GZ-14545,CA-2017-140515,19-03-2017,24-03-2017,Standard Class,March    
DL-13315,US-2017-114034,03-01-2017,08-01-2017,Standard Class,January  
JM-15250,CA-2017-105921,14-08-2017,21-08-2017,Standard Class,August   
BM-11575,CA-2016-142615,20-11-2016,24-11-2016,Standard Class,November 
AS-10090,CA-2016-119865,21-06-2016,26-06-2016,Standard Class,June     
JL-15850,CA-2015-142944,06-03-2015,11-03-2015,Standard Class,March    
VP-21730,CA-2017-105333,30-11-2017,04-12-2017,Standard Class,November 
BE-11410,CA-2016-161662,07-02-2016,09-02-2016,First Class,February 
RA-19915,CA-2017-140585,18-12-2017,23-12-2017,Second Class,December 
TT-21070,CA-2017-122490,13-11-2017,18-11-2017,Standard Class,November 
JP-16135,CA-2016-134180,03-11-2016,07-11-2016,Standard Class,November 
AH-10195,CA-2016-112697,18-12-2016,20-12-2016,Second Class,December 
JP-16135,CA-2017-150525,20-02-2017,25-02-2017,Standard Class,February 
DH-13675,CA-2014-156244,12-08-2014,16-08-2014,Standard Class,August   
CY-12745,CA-2017-117114,31-10-2017,05-11-2017,Standard Class,October  
LC-16960,US-2016-139262,21-02-2016,25-02-2016,Standard Class,February 
PG-18820,CA-2016-106306,08-03-2016,08-03-2016,Same Day,March    
MK-17905,CA-2015-107468,18-12-2015,22-12-2015,Standard Class,December 
EM-13960,CA-2015-119697,28-12-2015,31-12-2015,Second Class,December 
JB-15400,US-2015-104185,03-09-2015,08-09-2015,Second Class,September
RB-19795,CA-2017-100748,13-05-2017,20-05-2017,Standard Class,May      
JL-15850,US-2015-142811,02-04-2015,07-04-2015,Standard Class,April    
DL-13330,CA-2016-125815,28-10-2016,01-11-2016,Second Class,October  
HR-14830,CA-2015-147011,18-06-2015,22-06-2015,Standard Class,June     
SC-20680,CA-2017-128475,26-08-2017,01-09-2017,Standard Class,August   
CC-12670,CA-2016-152121,27-11-2016,29-11-2016,Second Class,November 
ML-18040,CA-2017-113208,26-03-2017,02-04-2017,Standard Class,March    
RB-19465,CA-2017-104822,20-10-2017,20-10-2017,Same Day,October  
TT-21220,CA-2014-163650,23-09-2014,25-09-2014,First Class,September
RD-19480,US-2017-116652,15-09-2017,19-09-2017,Standard Class,September
FM-14215,CA-2016-104983,03-07-2016,03-07-2016,Same Day,July     
PG-18820,CA-2016-151561,01-09-2016,07-09-2016,Standard Class,September
SC-20305,CA-2016-101651,24-12-2016,30-12-2016,Standard Class,December 
MH-17455,CA-2017-136364,13-07-2017,17-07-2017,Second Class,July     
LT-17110,CA-2015-168207,02-11-2015,06-11-2015,Standard Class,November 
DW-13195,US-2017-103226,22-09-2017,28-09-2017,Standard Class,September
JS-15880,US-2015-126214,21-12-2015,24-12-2015,Second Class,December 
AS-10240,CA-2017-101049,21-06-2017,25-06-2017,Second Class,June     
AA-10375,CA-2015-109939,08-05-2015,12-05-2015,Standard Class,May      
BM-11785,CA-2016-101966,14-07-2016,16-07-2016,Second Class,July     
MG-17680,CA-2015-151043,14-11-2015,20-11-2015,Standard Class,November 
TH-21100,CA-2016-159765,09-05-2016,12-05-2016,Second Class,May      
CA-12265,CA-2017-169607,12-10-2017,15-10-2017,First Class,October  
NC-18625,CA-2017-169404,09-04-2017,14-04-2017,Standard Class,April    
TS-21655,CA-2016-148684,25-12-2016,29-12-2016,Standard Class,December 
DV-13045,CA-2016-138688,12-06-2016,16-06-2016,Second Class,June     
SV-20815,CA-2016-160598,26-08-2016,28-08-2016,First Class,August   
LC-17140,CA-2016-130477,08-04-2016,12-04-2016,Standard Class,April    
KL-16645,CA-2015-131072,05-11-2015,05-11-2015,Same Day,November 
JF-15490,CA-2015-141740,01-11-2015,05-11-2015,Standard Class,November 
JK-15205,CA-2016-116918,01-10-2016,06-10-2016,Second Class,October  
BD-11620,CA-2016-111976,08-03-2016,12-03-2016,Standard Class,March    
BD-11725,CA-2017-125472,30-05-2017,31-05-2017,First Class,May      
SH-19975,US-2016-115441,25-07-2016,28-07-2016,Second Class,July     
Dl-13600,CA-2014-153150,01-07-2014,06-07-2014,Second Class,July     
CK-12205,CA-2017-110821,07-08-2017,08-08-2017,First Class,August   
NW-18400,US-2015-160857,08-05-2015,15-05-2015,Standard Class,May      
CY-12745,CA-2017-130302,14-09-2017,19-09-2017,Standard Class,September
AD-10180,CA-2017-143245,01-12-2017,06-12-2017,Standard Class,December 
CR-12820,CA-2017-159149,17-02-2017,19-02-2017,First Class,February 
TC-21295,CA-2014-151330,14-10-2014,17-10-2014,First Class,October  
ML-17395,CA-2014-156349,26-05-2014,30-05-2014,Standard Class,May      
WB-21850,CA-2016-126627,10-10-2016,12-10-2016,First Class,October  
LC-17140,US-2017-116701,17-12-2017,21-12-2017,Second Class,December 
KD-16495,CA-2014-125136,28-09-2014,03-10-2014,Standard Class,September
MO-17800,CA-2017-163020,15-09-2017,19-09-2017,Standard Class,September
DB-12910,CA-2014-108707,24-10-2014,29-10-2014,Standard Class,October  
JC-15340,US-2017-129441,07-09-2017,11-09-2017,Standard Class,September
JE-15745,CA-2016-113621,01-12-2016,05-12-2016,Standard Class,December 
YS-21880,CA-2017-138380,21-12-2017,25-12-2017,Standard Class,December 
JL-15235,US-2014-130379,25-05-2014,29-05-2014,Standard Class,May      
GM-14500,CA-2014-141901,09-08-2014,14-08-2014,Standard Class,August   
MC-17605,CA-2014-103989,19-03-2014,21-03-2014,First Class,March    
AG-10390,CA-2017-107244,07-09-2017,11-09-2017,Standard Class,September
JL-15835,CA-2017-161333,02-02-2017,07-02-2017,Standard Class,February 
JF-15565,CA-2016-121034,08-08-2016,10-08-2016,Second Class,August   
JM-15865,US-2015-128090,16-08-2015,22-08-2015,Standard Class,August   
TS-21160,CA-2015-149342,20-04-2015,25-04-2015,Standard Class,April    
MS-17980,CA-2015-153906,16-03-2015,20-03-2015,Standard Class,March    
ON-18715,CA-2014-121286,04-11-2014,08-11-2014,Second Class,November 
DC-12850,CA-2017-128363,13-08-2017,18-08-2017,Standard Class,August   
FH-14275,CA-2017-128370,10-09-2017,10-09-2017,Same Day,September
NL-18310,US-2017-163790,02-11-2017,04-11-2017,Second Class,November 
TN-21040,CA-2014-140403,10-10-2014,10-10-2014,Same Day,October  
JK-15370,CA-2015-142027,09-04-2015,14-04-2015,Standard Class,April    
EH-13990,CA-2014-102295,24-11-2014,26-11-2014,Second Class,November 
PB-19150,US-2014-111353,29-11-2014,06-12-2014,Standard Class,November 
JS-15880,CA-2016-110492,12-02-2016,14-02-2016,First Class,February 
EH-13945,CA-2017-153080,22-05-2017,25-05-2017,Second Class,May      
Dp-13240,US-2017-162558,02-10-2017,05-10-2017,First Class,October  
BM-11575,US-2017-129203,17-04-2017,22-04-2017,Standard Class,April    
JL-15835,CA-2016-154788,30-04-2016,04-05-2016,Standard Class,April    
SJ-20215,CA-2015-146038,09-02-2015,16-02-2015,Standard Class,February 
AT-10435,CA-2014-111360,24-11-2014,30-11-2014,Standard Class,November 
ES-14080,CA-2016-108056,29-09-2016,03-10-2016,Standard Class,September
JK-16120,CA-2017-140298,11-05-2017,17-05-2017,Standard Class,May      
NG-18355,US-2017-116659,12-11-2017,12-11-2017,Same Day,November 
TG-21640,CA-2015-149713,18-09-2015,22-09-2015,Second Class,September
DM-13015,CA-2014-160766,14-09-2014,14-09-2014,Same Day,September
SV-20935,CA-2016-133669,21-10-2016,27-10-2016,Standard Class,October  
BW-11200,CA-2014-109897,12-08-2014,16-08-2014,Standard Class,August   
MF-18250,US-2017-162670,23-12-2017,28-12-2017,Second Class,December 
CC-12220,CA-2015-147879,07-05-2015,12-05-2015,Standard Class,May      
